scenario,spacecraft_id,timestamp,sample,elapsed_seconds,channel_id,subsystem,unit,value,status,quality,seed
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:40Z,4,40,comms.packet_error_rate_pct,comms,pct,0.16,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:40Z,4,40,prop.tank_pressure_kpa,prop,kPa,1987.4,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:40Z,4,40,payload.imager_temp,payload,degC,9.8,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,eps.battery_voltage,eps,V,28.99,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,eps.solar_array_current,eps,A,7.67,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,thermal.avionics_temp,thermal,degC,37.1,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,thermal.radiator_temp,thermal,degC,6.2,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,adcs.reaction_wheel_x_rpm,adcs,rpm,1141.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,adcs.bus_quaternion_error_deg,adcs,deg,0.083,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,comms.downlink_snr_db,comms,dB,15.8,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,comms.packet_error_rate_pct,comms,pct,0.23,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,prop.tank_pressure_kpa,prop,kPa,1937.7,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:00:50Z,5,50,payload.imager_temp,payload,degC,6.7,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,eps.battery_voltage,eps,V,28.76,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,eps.solar_array_current,eps,A,8.18,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,thermal.avionics_temp,thermal,degC,36.4,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,thermal.radiator_temp,thermal,degC,6.9,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,adcs.reaction_wheel_x_rpm,adcs,rpm,818.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,adcs.bus_quaternion_error_deg,adcs,deg,0.063,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,comms.downlink_snr_db,comms,dB,15.9,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,comms.packet_error_rate_pct,comms,pct,0.29,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,prop.tank_pressure_kpa,prop,kPa,1899.1,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:00Z,6,60,payload.imager_temp,payload,degC,4.1,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,eps.battery_voltage,eps,V,28.87,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,eps.solar_array_current,eps,A,8.57,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,thermal.avionics_temp,thermal,degC,35.3,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,thermal.radiator_temp,thermal,degC,6.1,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,adcs.reaction_wheel_x_rpm,adcs,rpm,384.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,adcs.bus_quaternion_error_deg,adcs,deg,0.048,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,comms.downlink_snr_db,comms,dB,15.7,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,comms.packet_error_rate_pct,comms,pct,0.33,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,prop.tank_pressure_kpa,prop,kPa,1895.8,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:10Z,7,70,payload.imager_temp,payload,degC,1.5,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,eps.battery_voltage,eps,V,29.1,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,eps.solar_array_current,eps,A,9.04,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,thermal.avionics_temp,thermal,degC,32.9,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,thermal.radiator_temp,thermal,degC,2.2,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,adcs.reaction_wheel_x_rpm,adcs,rpm,-285.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,adcs.bus_quaternion_error_deg,adcs,deg,0.04,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,comms.downlink_snr_db,comms,dB,14.6,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,comms.packet_error_rate_pct,comms,pct,0.37,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,prop.tank_pressure_kpa,prop,kPa,1897.8,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:20Z,8,80,payload.imager_temp,payload,degC,1.2,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,eps.battery_voltage,eps,V,29.35,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,eps.solar_array_current,eps,A,9.5,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,thermal.avionics_temp,thermal,degC,29.9,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,thermal.radiator_temp,thermal,degC,-2.4,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,adcs.reaction_wheel_x_rpm,adcs,rpm,-698.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,adcs.bus_quaternion_error_deg,adcs,deg,0.047,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,comms.downlink_snr_db,comms,dB,13.6,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,comms.packet_error_rate_pct,comms,pct,0.39,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,prop.tank_pressure_kpa,prop,kPa,1924.2,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:30Z,9,90,payload.imager_temp,payload,degC,3.2,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,eps.battery_voltage,eps,V,29.84,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,eps.solar_array_current,eps,A,9.57,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,thermal.avionics_temp,thermal,degC,26.4,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,thermal.radiator_temp,thermal,degC,-6.3,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,adcs.reaction_wheel_x_rpm,adcs,rpm,-1165.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,adcs.bus_quaternion_error_deg,adcs,deg,0.066,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,comms.downlink_snr_db,comms,dB,12.5,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,comms.packet_error_rate_pct,comms,pct,0.37,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,prop.tank_pressure_kpa,prop,kPa,1953.4,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:40Z,10,100,payload.imager_temp,payload,degC,6.7,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,eps.battery_voltage,eps,V,30.32,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,eps.solar_array_current,eps,A,9.6,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,thermal.avionics_temp,thermal,degC,24.1,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,thermal.radiator_temp,thermal,degC,-9.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,adcs.reaction_wheel_x_rpm,adcs,rpm,-1158.0,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,adcs.bus_quaternion_error_deg,adcs,deg,0.088,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,comms.downlink_snr_db,comms,dB,11.6,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,comms.packet_error_rate_pct,comms,pct,0.33,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,prop.tank_pressure_kpa,prop,kPa,2018.5,nominal,valid,4242
nominal-orbit-daylight,tf-sat-01,2026-04-30T16:01:50Z,11,110,payload.imager_temp,payload,degC,10.0,nominal,valid,4242
