scenario,spacecraft_id,timestamp,sample,elapsed_seconds,channel_id,subsystem,unit,value,status,quality,seed
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,eps.solar_array_current,eps,A,6.6,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,thermal.avionics_temp,thermal,degC,38.2,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,thermal.radiator_temp,thermal,degC,6.5,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,adcs.reaction_wheel_x_rpm,adcs,rpm,1500.0,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,adcs.bus_quaternion_error_deg,adcs,deg,0.171,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,comms.downlink_snr_db,comms,dB,12.8,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,comms.packet_error_rate_pct,comms,pct,0.62,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,prop.tank_pressure_kpa,prop,kPa,2043.1,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:30Z,3,30,payload.imager_temp,payload,degC,17.0,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,eps.battery_voltage,eps,V,28.03,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,eps.solar_array_current,eps,A,6.09,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,thermal.avionics_temp,thermal,degC,43.5,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,thermal.radiator_temp,thermal,degC,13.1,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,adcs.reaction_wheel_x_rpm,adcs,rpm,1928.0,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,adcs.bus_quaternion_error_deg,adcs,deg,0.179,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,comms.downlink_snr_db,comms,dB,12.0,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,comms.packet_error_rate_pct,comms,pct,0.95,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,prop.tank_pressure_kpa,prop,kPa,1987.4,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:40Z,4,40,payload.imager_temp,payload,degC,15.7,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,eps.battery_voltage,eps,V,27.42,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,eps.solar_array_current,eps,A,5.54,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,thermal.avionics_temp,thermal,degC,48.2,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,thermal.radiator_temp,thermal,degC,17.6,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,adcs.reaction_wheel_x_rpm,adcs,rpm,2143.0,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,adcs.bus_quaternion_error_deg,adcs,deg,0.19,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,comms.downlink_snr_db,comms,dB,10.7,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,comms.packet_error_rate_pct,comms,pct,1.34,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,prop.tank_pressure_kpa,prop,kPa,1937.7,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:00:50Z,5,50,payload.imager_temp,payload,degC,16.5,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,eps.battery_voltage,eps,V,26.82,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,eps.solar_array_current,eps,A,5.1,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,thermal.avionics_temp,thermal,degC,51.4,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,thermal.radiator_temp,thermal,degC,21.5,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,adcs.reaction_wheel_x_rpm,adcs,rpm,2318.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,adcs.bus_quaternion_error_deg,adcs,deg,0.214,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,comms.downlink_snr_db,comms,dB,9.2,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,comms.packet_error_rate_pct,comms,pct,1.71,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,prop.tank_pressure_kpa,prop,kPa,1899.1,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:00Z,6,60,payload.imager_temp,payload,degC,18.4,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,eps.battery_voltage,eps,V,26.41,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,eps.solar_array_current,eps,A,4.5,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,thermal.avionics_temp,thermal,degC,54.5,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,thermal.radiator_temp,thermal,degC,24.6,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,adcs.reaction_wheel_x_rpm,adcs,rpm,2535.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,adcs.bus_quaternion_error_deg,adcs,deg,0.245,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,comms.downlink_snr_db,comms,dB,7.6,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,comms.packet_error_rate_pct,comms,pct,2.06,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,prop.tank_pressure_kpa,prop,kPa,1895.8,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:10Z,7,70,payload.imager_temp,payload,degC,21.0,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,eps.battery_voltage,eps,V,26.04,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,eps.solar_array_current,eps,A,3.9,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,thermal.avionics_temp,thermal,degC,57.3,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,thermal.radiator_temp,thermal,degC,27.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,adcs.reaction_wheel_x_rpm,adcs,rpm,2776.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,adcs.bus_quaternion_error_deg,adcs,deg,0.277,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,comms.downlink_snr_db,comms,dB,6.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,comms.packet_error_rate_pct,comms,pct,2.36,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,prop.tank_pressure_kpa,prop,kPa,1897.8,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:20Z,8,80,payload.imager_temp,payload,degC,24.3,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,eps.battery_voltage,eps,V,25.7,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,eps.solar_array_current,eps,A,3.34,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,thermal.avionics_temp,thermal,degC,59.9,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,thermal.radiator_temp,thermal,degC,29.5,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,adcs.reaction_wheel_x_rpm,adcs,rpm,3098.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,adcs.bus_quaternion_error_deg,adcs,deg,0.305,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,comms.downlink_snr_db,comms,dB,4.9,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,comms.packet_error_rate_pct,comms,pct,2.59,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,prop.tank_pressure_kpa,prop,kPa,1924.2,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:30Z,9,90,payload.imager_temp,payload,degC,27.1,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,eps.battery_voltage,eps,V,25.45,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,eps.solar_array_current,eps,A,2.91,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,thermal.avionics_temp,thermal,degC,62.0,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,thermal.radiator_temp,thermal,degC,31.6,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,adcs.reaction_wheel_x_rpm,adcs,rpm,3352.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,adcs.bus_quaternion_error_deg,adcs,deg,0.324,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,comms.downlink_snr_db,comms,dB,4.3,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,comms.packet_error_rate_pct,comms,pct,2.74,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,prop.tank_pressure_kpa,prop,kPa,1953.4,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:40Z,10,100,payload.imager_temp,payload,degC,28.9,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,eps.battery_voltage,eps,V,25.35,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,eps.solar_array_current,eps,A,2.75,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,thermal.avionics_temp,thermal,degC,62.8,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,thermal.radiator_temp,thermal,degC,32.5,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,adcs.reaction_wheel_x_rpm,adcs,rpm,3460.0,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,adcs.bus_quaternion_error_deg,adcs,deg,0.33,warning,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,comms.downlink_snr_db,comms,dB,4.1,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,comms.packet_error_rate_pct,comms,pct,2.8,critical,suspect,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,prop.tank_pressure_kpa,prop,kPa,2018.5,nominal,valid,4242
degraded-eclipse-thermal-comms,tf-sat-01,2026-04-30T16:01:50Z,11,110,payload.imager_temp,payload,degC,29.4,warning,valid,4242
